"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy","ClaimSize"
"Mar","2","Tuesday","Mazda","Urban","Tuesday","Mar","2","Male","Married","57","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","10816","2","400","2","more than 30","more than 30","1","more than 7","51 to 65","Yes","No","External","none","4 to 8 years","2 vehicles","1995","Collision","57426.148917454"
"Sep","2","Saturday","Pontiac","Urban","Sunday","Sep","3","Male","Married","27","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","10818","8","400","1","more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","3302.9131541984"
"Jan","3","Saturday","Toyota","Rural","Wednesday","Jan","3","Male","Married","27","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","10819","13","400","3","more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1995","Collision","4491.2731299136"
"Feb","3","Wednesday","Chevrolet","Urban","Tuesday","Feb","5","Male","Married","49","Third Party","Sedan - All Perils","Sedan","30000 to 39000","0","10820","5","700","4","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1995","All Perils","13078.804079925"
"Apr","5","Saturday","Mazda","Urban","Monday","May","2","Male","Single","35","Third Party","Sedan - All Perils","Sedan","30000 to 39000","0","10821","5","400","1","more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","All Perils","1265.769441356"
"Aug","4","Saturday","Honda","Urban","Friday","Oct","2","Male","Married","29","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","10822","9","400","2","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1995","Liability","73871.310118836"
"Jun","4","Thursday","Chevrolet","Urban","Thursday","Nov","3","Male","Married","40","Policy Holder","Sedan - Liability","Sport","40000 to 59000","0","10823","8","400","2","more than 30","more than 30","2 to 4","more than 7","36 to 40","Yes","No","Internal","1 to 2","no change","1 vehicle","1995","Liability","70910.432402714"
"Oct","2","Friday","Toyota","Urban","Tuesday","Oct","3","Male","Married","29","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","10824","14","400","3","more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Liability","1603.8092678763"
"May","3","Wednesday","Honda","Urban","Thursday","May","3","Male","Single","43","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","10825","14","400","2","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","3 to 5","no change","3 to 4","1995","Liability","60577.358390308"
"Mar","3","Wednesday","Pontiac","Urban","Monday","Apr","1","Female","Married","36","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","10826","4","400","2","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1995","All Perils","2552.1134975302"
"Mar","2","Tuesday","Mazda","Urban","Thursday","Mar","2","Female","Married","35","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","10827","5","400","4","more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1995","All Perils","9678.3459920109"
"Mar","2","Tuesday","Pontiac","Urban","Thursday","Mar","2","Male","Married","45","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","10828","15","400","2","more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1995","Collision","2677.3189746091"
"Mar","1","Sunday","Mazda","Rural","Tuesday","Mar","2","Male","Married","53","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","10829","7","400","3","more than 30","more than 30","none","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle","1995","Collision","9397.2688383074"
"Jan","4","Thursday","Mazda","Urban","Thursday","Mar","1","Female","Married","28","Policy Holder","Sport - Collision","Sport","more than 69000","0","10831","6","400","3","more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","71010.054509003"
"Jul","2","Sunday","VW","Urban","Wednesday","Jul","2","Male","Married","39","Policy Holder","Sedan - Liability","Sport","40000 to 59000","0","10832","3","400","4","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle","1995","Liability","26645.48684555"
"Mar","1","Thursday","Mazda","Rural","Thursday","Mar","1","Male","Single","32","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","10833","12","400","1","more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Liability","5647.5526369297"
"Feb","2","Wednesday","Honda","Urban","Thursday","Feb","2","Male","Single","0","Policy Holder","Sedan - Liability","Sport","more than 69000","0","10835","6","400","2","more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle","1995","Liability","70881.05849978"
"Jan","5","Friday","Honda","Urban","Wednesday","Feb","1","Male","Married","54","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","10836","8","400","3","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle","1995","Liability","10483.189870912"
"Jan","3","Monday","Chevrolet","Urban","Tuesday","Jan","3","Female","Married","26","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","10837","2","400","3","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles","1995","Liability","12600.405983567"
"Mar","3","Wednesday","Honda","Urban","Wednesday","Mar","4","Male","Single","53","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","1","10838","2","400","1","more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1995","All Perils","2022.2278129379"
"Aug","4","Wednesday","Accura","Urban","Tuesday","Nov","3","Male","Married","51","Policy Holder","Sedan - All Perils","Sedan","30000 to 39000","0","10839","6","400","2","more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle","1995","All Perils","4678.407101164"
"Oct","3","Saturday","Pontiac","Rural","Wednesday","Oct","4","Female","Single","30","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","10840","9","400","3","more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","9007.4528878495"
"Jul","2","Friday","Pontiac","Urban","Wednesday","Jul","2","Female","Single","26","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","10841","1","400","3","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","25524.84641218"
"Jul","4","Tuesday","Honda","Urban","Wednesday","Jul","4","Male","Single","44","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","10842","12","400","2","more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1995","Collision","3951.6349402156"
"Dec","2","Sunday","VW","Urban","Wednesday","Dec","4","Male","Married","51","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","10843","6","400","1","more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle","1995","Collision","2048.7302408775"
"Oct","3","Monday","Toyota","Rural","Monday","Dec","1","Male","Married","45","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","10844","10","400","2","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1995","Liability","51208.187440615"
"Mar","3","Wednesday","Honda","Urban","Wednesday","Mar","3","Male","Married","41","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","1","10846","9","400","3","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1995","Collision","5089.4221987395"
"Jul","3","Wednesday","Chevrolet","Urban","Wednesday","Sep","3","Male","Married","34","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","10848","2","400","1","more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1995","Liability","16886.388960412"
"Oct","4","Thursday","Toyota","Urban","Friday","Nov","2","Female","Married","35","Third Party","Sedan - All Perils","Sedan","less than 20000","0","10849","11","400","2","more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1995","All Perils","4656.3032863526"
"Oct","4","Wednesday","Pontiac","Urban","Thursday","Nov","1","Male","Single","43","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","10850","1","400","1","more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1995","Liability","15847.42168909"
"Mar","3","Thursday","Chevrolet","Rural","Monday","Mar","3","Male","Married","28","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","1","10851","14","700","1","more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","3017.2450701282"
"Jul","1","Wednesday","Pontiac","Urban","Thursday","Jul","2","Male","Married","49","Third Party","Sedan - All Perils","Sedan","less than 20000","0","10852","1","400","1","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1995","All Perils","3340.6888432216"
"Feb","2","Monday","Honda","Rural","Monday","Feb","2","Male","Single","0","Policy Holder","Sedan - Liability","Sport","more than 69000","0","10855","9","400","3","more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle","1995","Liability","82440.208367095"
"Feb","2","Wednesday","Toyota","Urban","Wednesday","Feb","3","Female","Married","42","Policy Holder","Sedan - All Perils","Sedan","less than 20000","0","10856","13","400","2","more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1995","All Perils","6904.1914229398"
"Apr","4","Sunday","Honda","Urban","Friday","May","4","Male","Single","0","Policy Holder","Sedan - Liability","Sport","more than 69000","0","10858","8","400","3","more than 30","more than 30","more than 4","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles","1995","Liability","73961.690794759"
"Apr","4","Sunday","Toyota","Rural","Thursday","Apr","5","Male","Single","21","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","10859","12","400","4","more than 30","more than 30","none","5 years","26 to 30","No","No","External","none","no change","1 vehicle","1995","All Perils","4199.4414729631"
"May","3","Tuesday","Honda","Urban","Monday","May","4","Male","Married","30","Third Party","Sedan - Collision","Sedan","30000 to 39000","0","10860","11","400","2","more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1995","Collision","86532.671996517"
"May","3","Monday","Chevrolet","Urban","Tuesday","May","3","Male","Married","54","Third Party","Sedan - Collision","Sedan","30000 to 39000","0","10861","7","400","2","more than 30","more than 30","1","more than 7","41 to 50","Yes","No","External","more than 5","no change","1 vehicle","1995","Collision","54745.634742521"
"May","4","Sunday","Chevrolet","Urban","Monday","Jun","1","Male","Single","26","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","10862","11","400","3","more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","All Perils","1666.3018745141"
"May","4","Wednesday","Pontiac","Urban","Thursday","May","4","Male","Married","36","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","10863","8","400","3","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle","1995","Liability","20418.455917853"
"May","4","Thursday","Pontiac","Urban","Friday","May","4","Male","Single","23","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","10864","11","400","4","more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","2 to 3 years","1 vehicle","1995","Liability","5476.9422715543"
"Jun","1","Wednesday","Pontiac","Urban","Thursday","Jun","1","Female","Married","38","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","10865","9","400","4","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1995","Liability","5986.0461416594"
"Jun","5","Tuesday","Mazda","Urban","Monday","Jul","1","Male","Single","29","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","10866","2","400","3","more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","3 to 4","1995","Collision","6176.2691883528"
"Jul","1","Monday","Mazda","Urban","Tuesday","Jul","1","Male","Single","25","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","10867","1","400","2","more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle","1995","Collision","6469.1599292189"
